"date","plot","bgm2.areascaled","agm2.core.areascaled","bgm2.core.stemscaled","agm2.core.stemscaled","agm2.allom","bgm2.allometric.rootshoot","bgm2.allometric.rootgreenshoot","agm2.allom.new","bgm2.allo.new.rootshoot","bgm2.allo.new.rootgreenshoot","rhizm2.allometric.rootshoot","rhizm2.allometric.rootgreenshoot","rhizm2.allo.new.rootshoot","rhizm2.allo.new.rootgreenshoot","rhizm2.areascaled","rhizm2.core.stemscaled","chlorophyll","LAI","percentN","year","mo","site"
2013-08-28,"m1",1988.37973245421,NA,NA,NA,366.187589796997,NA,NA,397.860775210732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,8,"fa"
2013-09-04,"m1",2058.19584045607,NA,NA,NA,374.400982694969,NA,NA,407.632276709265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,9,"fa"
2013-09-11,"m1",2128.01194845793,NA,NA,NA,382.614375592942,NA,NA,417.403778207798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,9,"fa"
2013-09-18,"m1",2664.91691762361,NA,NA,NA,353.03139498397,NA,NA,393.653493014044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,9,"fa"
2013-09-25,"m1",3279.67003031659,NA,NA,NA,317.149018790509,NA,NA,364.316243371574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,9,"fa"
2013-10-02,"m1",3894.42314300957,NA,NA,NA,281.266642597047,NA,NA,334.978993729105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,10,"fa"
2013-10-09,"m1",3875.55587623424,NA,NA,NA,255.788781502855,NA,NA,311.338310540928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,10,"fa"
2013-10-16,"m1",3856.68860945892,NA,NA,NA,230.310920408662,NA,NA,287.697627352752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,10,"fa"
2013-10-23,"m1",3837.82134268359,NA,NA,NA,204.83305931447,NA,NA,264.056944164575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,10,"fa"
2013-10-30,"m1",3818.95407590827,NA,NA,NA,179.355198220278,NA,NA,240.416260976399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,10,"fa"
2013-11-06,"m1",3800.08680913294,NA,NA,NA,153.877337126085,NA,NA,216.775577788222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,11,"fa"
2013-11-13,"m1",3781.21954235762,NA,NA,NA,128.399476031893,NA,NA,193.134894600046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,11,"fa"
2013-11-20,"m1",3765.23827817462,2028.63140513508,NA,NA,106.033761351999,196.786147757966,4198.33426196253,172.823332581036,320.773204769088,6836.08556297692,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,11,"fa"
2013-11-27,"m1",3766.57302954561,2015.2838914252,NA,NA,102.340925157896,191.178623278687,3801.54903907365,172.48649757703,322.403802306744,6369.10357373725,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,11,"fa"
2013-12-04,"m1",3767.9077809166,2001.93637771531,NA,NA,98.6480889637936,185.571098799407,3404.76381618477,172.149662573024,324.034399844399,5902.12158449757,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,12,"fa"
2013-12-11,"m1",3769.24253228759,1988.58886400543,NA,NA,94.9552527696909,179.963574320128,3007.97859329589,171.812827569018,325.664997382055,5435.1395952579,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,12,"fa"
2013-12-18,"m1",3545.48099887975,1777.03077170377,NA,NA,91.1662834638947,204.785967717071,3131.39018738844,170.801919495005,399.39564107722,6006.13550315522,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,12,"fa"
2013-12-25,"m1",3284.20341800877,1532.43758297014,NA,NA,87.3612919728162,234.680014093384,3341.5012509779,169.678665909324,485.142959131971,6750.12772724204,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,12,"fa"
2014-01-01,"m1",3022.92583713779,1287.84439423652,NA,NA,83.5563004817378,264.574060469697,3551.61231456735,168.555412323643,570.890277186721,7494.11995132886,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,"fa"
2014-01-08,"m1",2761.64825626681,1043.2512055029,NA,NA,79.7513089906593,294.468106846011,3761.72337815681,167.432158737962,656.637595241471,8238.11217541568,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,"fa"
2014-01-15,"m1",2500.37067539584,798.658016769272,NA,NA,75.9463174995809,324.362153222324,3971.83444174627,166.308905152282,742.384913296222,8982.1043995025,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,"fa"
2014-01-22,"m1",2239.09309452486,554.064828035647,NA,NA,72.1413260085024,354.256199598637,4181.94550533572,165.185651566601,828.132231350972,9726.09662358933,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,"fa"
2014-01-29,"m1",1997.57536977969,368.320642721062,NA,NA,70.6793490851829,384.457032612093,4101.64365672788,166.131550159734,903.26169845481,9701.52186773016,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,"fa"
2014-02-05,"m1",1805.45728534903,329.698965954076,NA,NA,75.0749085812608,415.424832218405,3295.30952762677,172.250329199903,951.846538181365,7755.52966200602,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,"fa"
2014-02-12,"m1",1613.33920091838,291.077289187089,NA,NA,79.4704680773387,446.392631824717,2488.97539852566,178.369108240072,1000.43137790792,5809.53745628188,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,"fa"
2014-02-19,"m1",1421.22111648773,252.455612420102,NA,NA,83.8660275734165,477.360431431029,1682.64126942455,184.487887280241,1049.01621763448,3863.54525055774,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,"fa"
2014-02-26,"m1",1229.10303205707,213.833935653116,NA,NA,88.2615870694944,508.328231037341,876.307140323442,190.60666632041,1097.60105736103,1917.5530448336,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,"fa"
2014-03-05,"m1",1302.52665931739,320.88058554452,NA,NA,98.359502448697,466.48677912609,661.800806489657,201.068845687224,979.84020702615,1399.78224153625,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,3,"fa"
2014-03-12,"m1",1420.2072385262,452.205289878989,NA,NA,109.407810475087,412.510451961913,545.932438533758,212.254925108479,834.355075014362,1120.04833864336,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,3,"fa"
2014-03-19,"m1",1537.88781773501,583.529994213459,NA,NA,120.456118501477,358.534124797735,430.06407057786,223.441004529733,688.869943002573,840.31443575047,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,3,"fa"
2014-03-26,"m1",1655.56839694382,714.854698547928,NA,NA,131.504426527867,304.557797633558,314.195702621962,234.627083950988,543.384810990785,560.580532857582,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,3,"fa"
2014-04-02,"m1",1691.0313600937,647.104559992931,NA,NA,143.902220702802,414.292729758834,433.426752486562,250.044544739837,711.346204809201,743.689509045568,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,"fa"
2014-04-09,"m1",1726.49432324358,579.354421437934,NA,NA,156.300014877737,524.027661884111,552.657802351162,265.462005528686,879.307598627616,926.798485233555,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,"fa"
2014-04-16,"m1",1761.95728639347,511.604282882937,NA,NA,168.697809052672,633.762594009387,671.888852215763,280.879466317536,1047.26899244603,1109.90746142154,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,"fa"
2014-04-23,"m1",1797.42024954335,443.854144327939,NA,NA,181.095603227607,743.497526134664,791.119902080363,296.296927106385,1215.23038626445,1293.01643760953,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,"fa"
2014-04-30,"m1",1774.57794937916,443.396778291654,NA,NA,191.933930828754,766.045043952612,814.512923303021,298.23440605649,1242.86570423606,1321.98143513687,NA,NA,NA,NA,NA,NA,NA,NA,1.65545454545455,2014,4,"fa"
2014-05-07,"m1",1742.01810532929,454.154874341821,NA,NA,202.51234733427,774.061326052672,821.932939752021,297.925221366804,1247.11334289988,1325.2557695541,NA,NA,NA,NA,NA,NA,NA,NA,1.59181818181818,2014,5,"fa"
2014-05-14,"m1",1709.45826127942,464.912970391987,NA,NA,213.090763839785,782.077608152732,829.352956201022,297.616036677117,1251.3609815637,1328.53010397134,NA,NA,NA,NA,NA,NA,NA,NA,1.52818181818182,2014,5,"fa"
2014-05-21,"m1",1676.89841722955,475.671066442154,NA,NA,223.669180345301,790.093890252793,836.772972650023,297.306851987431,1255.60862022751,1331.80443838857,NA,NA,NA,NA,NA,NA,NA,NA,1.46454545454545,2014,5,"fa"
2014-05-28,"m1",1650.93914020476,486.42916249232,NA,NA,231.721288630967,798.110172352853,844.192989099024,294.467722494248,1259.85625889133,1335.0787728058,NA,NA,NA,NA,NA,NA,NA,NA,1.4062962962963,2014,5,"fa"
2014-06-04,"m1",1664.58326533042,497.187258542487,NA,NA,224.615547597535,806.126454452913,851.613005548025,276.448924180078,1264.10389755515,1338.35310722304,NA,NA,NA,NA,NA,NA,NA,NA,1.38037037037037,2014,6,"fa"
2014-06-11,"m1",1678.22739045608,507.945354592653,NA,NA,217.509806564103,814.142736552974,859.033021997025,258.430125865908,1268.35153621896,1341.62744164027,NA,NA,NA,NA,NA,NA,NA,NA,1.35444444444444,2014,6,"fa"
2014-06-18,"m1",1691.87151558173,518.70345064282,NA,NA,210.404065530671,822.159018653034,866.453038446026,240.411327551738,1272.59917488278,1344.9017760575,NA,NA,NA,NA,NA,NA,NA,NA,1.32851851851852,2014,6,"fa"
2014-06-25,"m1",1737.01547039801,529.461546692986,NA,NA,205.73406134247,830.175300753094,873.873054895027,226.696785356069,1276.8468135466,1348.17611047474,NA,NA,NA,NA,NA,NA,NA,NA,1.335,2014,6,"fa"
2014-07-02,"m1",1860.90899944083,540.219642743153,NA,NA,207.153399267345,838.191582853155,881.293071344028,223.742883456652,1281.09445221041,1351.45044489197,NA,NA,NA,NA,NA,NA,NA,NA,1.4225,2014,7,"fa"
2014-07-09,"m1",1984.80252848364,550.977738793319,NA,NA,208.57273719222,846.207864953215,888.713087793029,220.788981557236,1285.34209087423,1354.72477930921,NA,NA,NA,NA,NA,NA,NA,NA,1.51,2014,7,"fa"
2014-07-16,"m1",2108.69605752645,561.735834843486,NA,NA,209.992075117095,854.224147053275,896.133104242029,217.835079657819,1289.58972953805,1357.99911372644,NA,NA,NA,NA,NA,NA,NA,NA,1.5975,2014,7,"fa"
2014-07-23,"m1",2158.7795265013,572.493930893652,NA,NA,210.624238125112,862.240429153336,903.55312069103,215.429621274942,1293.83736820186,1361.27344814367,NA,NA,NA,NA,NA,NA,NA,NA,1.64758620689655,2014,7,"fa"
2014-07-30,"m1",2024.33784530623,583.252026943819,NA,NA,209.288463840983,870.256711253396,910.973137140031,214.395271683413,1298.08500686568,1364.54778256091,NA,NA,NA,NA,NA,NA,NA,NA,1.60413793103448,2014,7,"fa"
2014-08-06,"m1",1889.89616411116,594.010122993985,NA,NA,207.952689556855,878.272993353456,918.393153589032,213.360922091885,1302.3326455295,1367.82211697814,NA,NA,NA,NA,NA,NA,NA,NA,1.56068965517241,2014,8,"fa"
2014-08-13,"m1",1755.45448291608,604.768219044152,NA,NA,206.616915272726,886.289275453516,925.813170038033,212.326572500357,1306.58028419331,1371.09645139537,NA,NA,NA,NA,NA,NA,NA,NA,1.51724137931034,2014,8,"fa"
2014-08-20,"m1",1705.62486092083,615.526315094318,NA,NA,208.534525905352,894.305557553577,933.233186487033,214.193072384377,1310.82792285713,1374.37078581261,NA,NA,NA,NA,NA,NA,NA,NA,1.47637931034483,2014,8,"fa"
2014-08-27,"m1",2163.46759412453,626.284411144485,NA,NA,229.972446038506,902.321839653637,940.653202936034,233.464669121688,1315.07556152095,1377.64512022984,NA,NA,NA,NA,NA,NA,NA,NA,1.45103448275862,2014,8,"fa"
2014-09-03,"m1",2621.31032732822,637.042507194651,NA,NA,251.41036617166,910.338121753697,948.073219385035,252.736265858998,1319.32320018476,1380.91945464708,NA,NA,NA,NA,NA,NA,NA,NA,1.42568965517241,2014,9,"fa"
2014-09-10,"m1",3079.15306053192,647.800603244818,NA,NA,272.848286304814,918.354403853758,955.493235834036,272.007862596309,1323.57083884858,1384.19378906431,NA,NA,NA,NA,NA,NA,NA,NA,1.40034482758621,2014,9,"fa"
2014-09-17,"m1",3536.99579373561,658.558699294984,NA,NA,294.286206437968,926.370685953818,962.913252283037,291.279459333619,1327.8184775124,1387.46812348154,NA,NA,NA,NA,NA,NA,NA,NA,1.375,2014,9,"fa"
2014-09-24,"m1",2474.99252321262,669.316795345151,NA,NA,220.359851351093,934.386968053878,970.333268732037,224.186740633805,1332.06611617621,1390.74245789878,NA,NA,NA,NA,NA,NA,NA,NA,1.4340625,2014,9,"fa"
2014-10-01,"m1",1412.98925268964,680.074891395317,NA,NA,146.433496264218,942.403250153939,977.753285181038,157.094021933991,1336.31375484003,1394.01679231601,NA,NA,NA,NA,NA,NA,NA,NA,1.493125,2014,10,"fa"
2014-10-08,"m1",1146.26540952811,690.832987445484,NA,NA,115.83707882024,950.419532253999,985.173301630039,132.119894250131,1340.56139350385,1397.29112673324,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,10,"fa"
2014-10-15,"m1",1197.65333731116,701.59108349565,NA,NA,102.572636433421,958.435814354059,992.59331807904,123.993202972653,1344.80903216766,1400.56546115048,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,10,"fa"
2014-10-22,"m1",1249.04126509422,712.349179545817,NA,NA,89.3081940466012,966.45209645412,1000.01333452804,115.866511695175,1349.05667083148,1403.83979556771,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,10,"fa"
2014-10-29,"m1",1300.42919287727,723.107275595983,NA,NA,76.0437516597817,974.46837855418,1007.43335097704,107.739820417697,1353.30430949529,1407.11412998495,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,10,"fa"
2014-11-05,"m1",1351.81712066032,733.86537164615,NA,NA,62.7793092729623,982.48466065424,1014.85336742604,99.6131291402189,1357.55194815911,1410.38846440218,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,11,"fa"
2014-11-12,"m1",1403.20504844337,744.623467696316,NA,NA,49.5148668861429,990.500942754301,1022.27338387504,91.4864378627409,1361.79958682293,1413.66279881941,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,11,"fa"
2014-11-19,"m1",1514.91556624793,755.381563746483,NA,NA,38.1956941521679,998.517224854361,1029.69340032404,84.7338016561227,1366.04722548674,1416.93713323665,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,11,"fa"
2014-11-26,"m1",1988.56162418153,766.139659796649,NA,NA,38.5481393352596,1006.53350695442,1037.11341677304,86.2254958746637,1370.29486415056,1420.21146765388,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,11,"fa"
2014-12-03,"m1",2462.20768211513,776.897755846816,NA,NA,38.9005845183513,1014.54978905448,1044.53343322205,87.7171900932046,1374.54250281438,1423.48580207111,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,12,"fa"
2014-12-10,"m1",2841.20632359987,787.655851896982,NA,NA,39.9534819655836,1022.56607115454,1051.95344967105,90.4902482765636,1378.79014147819,1426.76013648835,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,12,"fa"
2014-12-17,"m1",2652.32046639153,798.413947947149,NA,NA,45.2090929976598,1030.5823532546,1059.37346612005,100.951490248831,1383.03778014201,1430.03447090558,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,12,"fa"
2014-12-24,"m1",2463.43460918318,809.172043997315,NA,NA,50.4647040297361,1038.59863535466,1066.79348256905,111.412732221098,1387.28541880583,1433.30880532282,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,12,"fa"
2014-12-31,"m1",2274.54875197484,819.930140047482,NA,NA,55.7203150618123,1046.61491745472,1074.21349901805,121.873974193365,1391.53305746964,1436.58313974005,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,12,"fa"
2015-01-07,"m1",2085.66289476649,830.688236097648,NA,NA,60.9759260938886,1054.63119955478,1081.63351546705,132.335216165633,1395.78069613346,1439.85747415728,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1,"fa"
2015-01-14,"m1",1896.77703755815,841.446332147815,NA,NA,66.2315371259648,1062.64748165484,1089.05353191605,142.7964581379,1400.02833479728,1443.13180857452,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1,"fa"
2015-01-21,"m1",2012.69329024209,852.204428197981,NA,NA,69.11461453067,1070.6637637549,1096.47354836505,144.486189194166,1404.27597346109,1446.40614299175,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1,"fa"
2015-01-28,"m1",2128.60954292603,862.962524248148,NA,NA,71.9976919353751,1078.68004585496,1103.89356481405,146.175920250432,1408.52361212491,1449.68047740898,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,1,"fa"
2015-02-04,"m1",2244.52579560997,873.720620298314,NA,NA,74.8807693400803,1086.69632795502,1111.31358126305,147.865651306699,1412.77125078873,1452.95481182622,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2,"fa"
2015-02-11,"m1",2360.44204829392,884.478716348481,NA,NA,77.7638467447854,1094.71261005508,1118.73359771205,149.555382362965,1417.01888945254,1456.22914624345,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2,"fa"
2015-02-18,"m1",2305.44116681184,895.236812398647,NA,NA,83.7081013137242,1102.72889215514,1126.15361416105,156.436159595126,1421.26652811636,1459.50348066069,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2,"fa"
2015-02-25,"m1",2221.95409630209,905.994908448814,NA,NA,90.162552076702,1110.74517425521,1133.57363061006,164.182111189935,1425.51416678018,1462.77781507792,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2,"fa"
2015-03-04,"m1",2138.46702579234,916.75300449898,NA,NA,96.6170028396797,1118.76145635527,1140.99364705906,171.928062784745,1429.76180544399,1466.05214949515,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,3,"fa"
2015-03-11,"m1",2054.97995528259,927.511100549147,NA,NA,103.071453602657,1126.77773845533,1148.41366350806,179.674014379555,1434.00944410781,1469.32648391239,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,3,"fa"
2015-03-18,"m1",1971.49288477284,938.269196599313,NA,NA,109.525904365635,1134.79402055539,1155.83367995706,187.419965974365,1438.25708277163,1472.60081832962,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,3,"fa"
2015-03-25,"m1",1888.00581426309,949.02729264948,NA,NA,115.980355128613,1142.81030265545,1163.25369640606,195.165917569175,1442.50472143544,1475.87515274685,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,3,"fa"
2015-04-01,"m1",1825.07228712099,959.785388699646,NA,NA,131.348870949533,1150.82658475551,1170.67371285506,214.037893559253,1446.75236009926,1479.14948716409,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,4,"fa"
2015-04-08,"m1",1762.13875997888,970.543484749813,NA,NA,146.717386770453,1158.84286685557,1178.09372930406,232.909869549332,1450.99999876308,1482.42382158132,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,4,"fa"
2015-04-15,"m1",1756.05939486747,981.301580799979,NA,NA,161.632389437936,1166.85914895563,1185.51374575306,250.319911620831,1455.24763742689,1485.69815599855,NA,NA,NA,NA,NA,NA,NA,NA,1.19722222222222,2015,4,"fa"
2015-04-22,"m1",2091.10500194023,992.059676850146,NA,NA,173.826313184804,1174.87543105569,1192.93376220206,258.958350180853,1459.49527609071,1488.97249041579,NA,NA,NA,NA,NA,NA,NA,NA,1.17777777777778,2015,4,"fa"
2015-04-29,"m1",2426.15060901299,1002.81777290031,NA,NA,186.020236931672,1182.89171315575,1200.35377865106,267.596788740876,1463.74291475453,1492.24682483302,NA,NA,NA,NA,NA,NA,NA,NA,1.15833333333333,2015,4,"fa"
2015-05-06,"m1",2761.19621608575,1013.57586895048,NA,NA,198.214160678539,1190.90799525581,1207.77379510006,276.235227300898,1467.99055341834,1495.52115925026,NA,NA,NA,NA,NA,NA,NA,NA,1.13888888888889,2015,5,"fa"
2015-05-13,"m1",3096.24182315851,1024.33396500065,NA,NA,210.408084425407,1198.92427735587,1215.19381154906,284.873665860921,1472.23819208216,1498.79549366749,NA,NA,NA,NA,NA,NA,NA,NA,1.11944444444444,2015,5,"fa"
2015-05-20,"m1",2951.66962524273,1035.09206105081,NA,NA,222.052068676741,1206.94055945593,1222.61382799806,290.656812764095,1476.48583074597,1502.06982808472,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2015,5,"fa"
2015-05-27,"m1",2807.09742732696,1045.85015710098,NA,NA,233.696052928074,1214.95684155599,1230.03384444707,296.439959667268,1480.73346940979,1505.34416250196,NA,NA,NA,NA,NA,NA,NA,NA,1.08055555555556,2015,5,"fa"
2015-06-03,"m1",2662.52522941118,1056.60825315114,NA,NA,245.340037179408,1222.97312365605,1237.45386089607,302.223106570442,1484.98110807361,1508.61849691919,NA,NA,NA,NA,NA,NA,NA,NA,1.06111111111111,2015,6,"fa"
2015-06-10,"m1",2517.9530314954,1067.36634920131,NA,NA,256.984021430742,1230.98940575611,1244.87387734507,308.006253473615,1489.22874673742,1511.89283133642,NA,NA,NA,NA,NA,NA,NA,NA,1.04166666666667,2015,6,"fa"
2015-06-17,"m1",2373.38083357962,1078.12444525148,NA,NA,268.628005682075,1239.00568785617,1252.29389379407,313.789400376789,1493.47638540124,1515.16716575366,NA,NA,NA,NA,NA,NA,NA,NA,1.02222222222222,2015,6,"fa"
2015-06-24,"m1",2228.80863566385,1088.88254130164,NA,NA,280.271989933409,1247.02196995623,1259.71391024307,319.572547279963,1497.72402406506,1518.44150017089,NA,NA,NA,NA,NA,NA,NA,NA,1.00277777777778,2015,6,"fa"
2015-07-01,"m1",2285.39881806699,1099.64063735181,NA,NA,289.477764561706,1255.03825205629,1267.13392669207,329.029291318138,1501.97166272887,1521.71583458813,NA,NA,NA,NA,NA,NA,NA,NA,1.0047619047619,2015,7,"fa"
2015-07-08,"m1",2375.51606385663,1110.39873340198,NA,NA,298.277170919496,1263.05453415635,1274.55394314107,339.09830154548,1506.21930139269,1524.99016900536,NA,NA,NA,NA,NA,NA,NA,NA,1.01031746031746,2015,7,"fa"
2015-07-15,"m1",2465.63330964627,1121.15682945214,NA,NA,307.076577277287,1271.07081625641,1281.97395959007,349.167311772822,1510.46694005651,1528.26450342259,NA,NA,NA,NA,NA,NA,NA,NA,1.01587301587302,2015,7,"fa"
2015-07-22,"m1",2555.7505554359,1131.91492550231,NA,NA,315.875983635077,1279.08709835647,1289.39397603907,359.236322000164,1514.71457872032,1531.53883783983,NA,NA,NA,NA,NA,NA,NA,NA,1.02142857142857,2015,7,"fa"
2015-07-29,"m1",2583.39936112509,1142.67302155248,NA,NA,318.502980037517,1287.10338045653,1296.81399248807,363.582841051189,1518.96221738414,1534.81317225706,NA,NA,NA,NA,NA,NA,NA,NA,1.02698412698413,2015,7,"fa"
2015-08-05,"m1",2527.75691334701,1153.43111760264,NA,NA,312.90009649949,1295.11966255659,1304.23400893707,360.299371867125,1523.20985604796,1538.08750667429,NA,NA,NA,NA,NA,NA,NA,NA,1.03253968253968,2015,8,"fa"
2015-08-12,"m1",2472.11446556893,1164.18921365281,NA,NA,307.297212961462,1303.13594465665,1311.65402538607,357.015902683061,1527.45749471177,1541.36184109153,NA,NA,NA,NA,NA,NA,NA,NA,1.03809523809524,2015,8,"fa"
2015-08-19,"m1",2416.47201779085,1174.94730970298,NA,NA,301.694329423435,1311.15222675671,1319.07404183508,353.732433498997,1531.70513337559,1544.63617550876,NA,NA,NA,NA,NA,NA,NA,NA,1.04365079365079,2015,8,"fa"
2015-08-26,"m1",2360.82957001277,1185.70540575314,NA,NA,296.091445885407,1319.16850885677,1326.49405828408,350.448964314933,1535.95277203941,1547.910509926,NA,NA,NA,NA,NA,NA,NA,NA,1.04920634920635,2015,8,"fa"
2015-09-02,"m1",2541.94923992861,1196.46350180331,NA,NA,321.884974129816,1327.18479095683,1333.91407473308,373.128589077336,1540.20041070322,1551.18484434323,NA,NA,NA,NA,NA,NA,NA,NA,1.03888888888889,2015,9,"fa"
2015-09-09,"m1",2762.52926279343,1207.22159785348,NA,NA,352.911237671298,1335.20107305689,1341.33409118208,400.13539616415,1544.44804936704,1554.45917876046,NA,NA,NA,NA,NA,NA,NA,NA,1.02592592592593,2015,9,"fa"
2015-09-16,"m1",2983.10928565826,1217.97969390364,NA,NA,383.937501212779,1343.21735515695,1348.75410763108,427.142203250964,1548.69568803086,1557.7335131777,NA,NA,NA,NA,NA,NA,NA,NA,1.01296296296296,2015,9,"fa"
2015-09-23,"m1",3203.68930852308,1228.73778995381,NA,NA,414.963764754261,1351.23363725701,1356.17412408008,454.149010337778,1552.94332669467,1561.00784759493,NA,NA,NA,NA,NA,NA,NA,NA,1,2015,9,"fa"
